learner_id,concept_id,concept_name,difficulty,days_since_last_review,quiz_accuracy,response_time,attempt_count,retention_label
L020,discrete_mathematics,Discrete Mathematics,0.55,5.0,0.324,22.22,5,0.437
L007,probability_and_statistics,Probability & Statistics,0.65,16.0,0.0,7.99,4,0.0
L033,dbms_normalization,DBMS Normalization,0.7,5.0,0.36,15.17,4,0.366
L011,software_engineering,Software Engineering,0.4,5.0,0.503,16.55,1,0.456
L034,computer_networks,Computer Networks,0.55,15.0,0.0,18.89,4,0.065
L005,data_structures,Data Structures,0.4,0.0,0.994,22.89,3,0.939
L031,computer_networks,Computer Networks,0.55,11.0,0.0,17.38,3,0.062
L022,data_structures,Data Structures,0.4,8.0,0.342,4.04,4,0.296
L013,neural_networks,Neural Networks,0.6,19.0,0.0,12.76,5,0.013
L035,ml_fundamentals,ML Fundamentals,0.5,0.0,0.934,10.1,2,1.0
L015,dbms_normalization,DBMS Normalization,0.7,1.0,0.515,12.54,1,0.651
L005,software_engineering,Software Engineering,0.4,5.0,0.429,18.46,2,0.435
L005,computer_architecture,Computer Architecture,0.5,9.0,0.164,18.63,5,0.109
L028,computer_architecture,Computer Architecture,0.5,5.0,0.282,11.17,4,0.236
L005,probability_and_statistics,Probability & Statistics,0.65,0.0,0.866,19.5,4,0.89
L006,ml_fundamentals,ML Fundamentals,0.5,6.0,0.146,17.37,2,0.016
L009,computer_networks,Computer Networks,0.55,21.0,0.041,18.96,4,0.0
L001,discrete_mathematics,Discrete Mathematics,0.55,7.0,0.217,13.86,5,0.168
L002,oop_concepts,OOP Concepts,0.35,12.0,0.214,17.3,4,0.129
L003,software_engineering,Software Engineering,0.4,12.0,0.09,12.01,3,0.12
L033,algorithm_design,Algorithm Design,0.5,18.0,0.184,13.49,3,0.0
L009,probability_and_statistics,Probability & Statistics,0.65,15.0,0.049,14.16,1,0.014
L020,algorithm_design,Algorithm Design,0.5,2.0,0.822,17.96,1,0.663
L033,computer_networks,Computer Networks,0.55,19.0,0.051,13.22,1,0.0
L031,software_engineering,Software Engineering,0.4,16.0,0.0,20.26,5,0.066
L017,probability_and_statistics,Probability & Statistics,0.65,13.0,0.013,21.3,5,0.004
L025,software_engineering,Software Engineering,0.4,18.0,0.0,15.06,3,0.072
L006,neural_networks,Neural Networks,0.6,9.0,0.103,12.39,4,0.33
L030,ml_fundamentals,ML Fundamentals,0.5,21.0,0.0,20.42,2,0.0
L024,algorithm_design,Algorithm Design,0.5,12.0,0.0,17.85,3,0.054
L023,software_engineering,Software Engineering,0.4,8.0,0.357,11.73,4,0.232
L034,probability_and_statistics,Probability & Statistics,0.65,9.0,0.038,13.57,1,0.016
L006,oop_concepts,OOP Concepts,0.35,5.0,0.477,11.03,5,0.379
L034,algorithm_design,Algorithm Design,0.5,16.0,0.043,18.82,1,0.072
L034,algorithm_design,Algorithm Design,0.5,1.0,0.81,19.61,2,0.811
L001,software_engineering,Software Engineering,0.4,19.0,0.142,14.45,5,0.121
L034,software_engineering,Software Engineering,0.4,18.0,0.001,11.25,3,0.021
L033,computer_architecture,Computer Architecture,0.5,6.0,0.414,18.05,1,0.38
L037,computer_networks,Computer Networks,0.55,9.0,0.192,19.02,2,0.159
L016,computer_networks,Computer Networks,0.55,10.0,0.109,17.52,3,0.08
L029,algorithm_design,Algorithm Design,0.5,10.0,0.034,17.14,4,0.171
L003,oop_concepts,OOP Concepts,0.35,17.0,0.02,13.27,2,0.0
L004,probability_and_statistics,Probability & Statistics,0.65,14.0,0.044,12.77,1,0.0
L009,dbms_normalization,DBMS Normalization,0.7,0.0,0.776,15.64,2,0.964
L017,data_structures,Data Structures,0.4,21.0,0.0,11.75,2,0.0
L026,dbms_normalization,DBMS Normalization,0.7,8.0,0.075,16.13,1,0.169
L040,ml_fundamentals,ML Fundamentals,0.5,12.0,0.0,16.23,4,0.139
L016,algorithm_design,Algorithm Design,0.5,15.0,0.212,22.88,4,0.129
L033,neural_networks,Neural Networks,0.6,11.0,0.0,16.17,5,0.072
L015,discrete_mathematics,Discrete Mathematics,0.55,13.0,0.134,19.3,5,0.154
L006,software_engineering,Software Engineering,0.4,15.0,0.055,21.53,4,0.116
L022,software_engineering,Software Engineering,0.4,3.0,0.507,16.02,3,0.471
L031,operating_systems,Operating Systems,0.6,15.0,0.0,17.17,3,0.033
L023,algorithm_design,Algorithm Design,0.5,4.0,0.347,15.32,4,0.386
L013,dbms_normalization,DBMS Normalization,0.7,20.0,0.0,16.43,1,0.1
L033,algorithm_design,Algorithm Design,0.5,8.0,0.248,15.16,3,0.292
L037,software_engineering,Software Engineering,0.4,12.0,0.077,11.31,3,0.132
L005,discrete_mathematics,Discrete Mathematics,0.55,4.0,0.601,15.55,3,0.394
L036,computer_networks,Computer Networks,0.55,3.0,0.652,18.63,3,0.644
L006,software_engineering,Software Engineering,0.4,7.0,0.467,16.08,5,0.313
L004,dbms_normalization,DBMS Normalization,0.7,7.0,0.2,17.94,3,0.258
L031,neural_networks,Neural Networks,0.6,6.0,0.12,9.68,2,0.13
L001,probability_and_statistics,Probability & Statistics,0.65,10.0,0.0,13.26,3,0.065
L025,operating_systems,Operating Systems,0.6,1.0,0.855,11.57,4,0.778
L008,data_structures,Data Structures,0.4,12.0,0.223,15.9,2,0.193
L026,discrete_mathematics,Discrete Mathematics,0.55,12.0,0.0,19.98,4,0.046
L004,algorithm_design,Algorithm Design,0.5,0.0,1.0,12.73,1,1.0
L027,computer_networks,Computer Networks,0.55,18.0,0.026,12.48,1,0.076
L023,dbms_normalization,DBMS Normalization,0.7,19.0,0.039,17.54,3,0.063
L022,computer_architecture,Computer Architecture,0.5,18.0,0.0,13.37,3,0.076
L026,data_structures,Data Structures,0.4,16.0,0.142,17.87,2,0.165
L025,computer_networks,Computer Networks,0.55,3.0,0.726,13.01,3,0.583
L001,ml_fundamentals,ML Fundamentals,0.5,17.0,0.17,12.79,5,0.025
L013,operating_systems,Operating Systems,0.6,17.0,0.035,6.83,5,0.004
L034,ml_fundamentals,ML Fundamentals,0.5,2.0,0.678,15.75,3,0.614
L024,discrete_mathematics,Discrete Mathematics,0.55,19.0,0.136,22.77,5,0.071
L023,operating_systems,Operating Systems,0.6,7.0,0.241,21.88,4,0.148
L021,probability_and_statistics,Probability & Statistics,0.65,8.0,0.103,15.59,1,0.227
L027,ml_fundamentals,ML Fundamentals,0.5,16.0,0.116,11.23,3,0.08
L017,data_structures,Data Structures,0.4,3.0,0.812,9.63,1,0.703
L034,probability_and_statistics,Probability & Statistics,0.65,7.0,0.067,13.13,3,0.074
L038,computer_architecture,Computer Architecture,0.5,12.0,0.062,15.95,4,0.004
L017,discrete_mathematics,Discrete Mathematics,0.55,6.0,0.328,18.14,3,0.294
L030,software_engineering,Software Engineering,0.4,14.0,0.22,18.8,1,0.085
L001,data_structures,Data Structures,0.4,14.0,0.108,11.24,1,0.108
L030,computer_architecture,Computer Architecture,0.5,17.0,0.321,10.2,2,0.137
L019,discrete_mathematics,Discrete Mathematics,0.55,18.0,0.0,7.57,4,0.013
L007,neural_networks,Neural Networks,0.6,16.0,0.03,14.59,3,0.02
L011,software_engineering,Software Engineering,0.4,20.0,0.0,16.17,5,0.02
L040,discrete_mathematics,Discrete Mathematics,0.55,15.0,0.07,17.84,3,0.046
L019,operating_systems,Operating Systems,0.6,4.0,0.0,17.55,3,0.084
L001,operating_systems,Operating Systems,0.6,6.0,0.405,16.89,3,0.314
L034,algorithm_design,Algorithm Design,0.5,5.0,0.374,8.56,5,0.31
L025,discrete_mathematics,Discrete Mathematics,0.55,7.0,0.147,20.66,1,0.143
L024,neural_networks,Neural Networks,0.6,20.0,0.0,8.22,2,0.0
L027,software_engineering,Software Engineering,0.4,12.0,0.132,20.29,5,0.187
L030,probability_and_statistics,Probability & Statistics,0.65,15.0,0.0,24.23,5,0.054
L011,data_structures,Data Structures,0.4,7.0,0.048,13.07,4,0.412
L015,dbms_normalization,DBMS Normalization,0.7,19.0,0.02,13.06,1,0.0
L018,algorithm_design,Algorithm Design,0.5,1.0,0.717,18.71,2,0.784
L017,data_structures,Data Structures,0.4,18.0,0.024,12.04,1,0.027
L022,computer_architecture,Computer Architecture,0.5,1.0,0.614,20.3,2,0.689
L012,data_structures,Data Structures,0.4,16.0,0.262,17.66,5,0.088
L004,ml_fundamentals,ML Fundamentals,0.5,3.0,0.614,12.12,4,0.576
L013,discrete_mathematics,Discrete Mathematics,0.55,5.0,0.556,27.73,3,0.475
L038,data_structures,Data Structures,0.4,4.0,0.493,10.67,5,0.407
L038,probability_and_statistics,Probability & Statistics,0.65,9.0,0.0,19.1,5,0.085
L033,ml_fundamentals,ML Fundamentals,0.5,14.0,0.0,13.82,3,0.072
L023,discrete_mathematics,Discrete Mathematics,0.55,2.0,0.844,18.55,1,0.607
L003,algorithm_design,Algorithm Design,0.5,4.0,0.396,19.96,4,0.312
L035,computer_networks,Computer Networks,0.55,7.0,0.274,9.98,5,0.28
L027,operating_systems,Operating Systems,0.6,14.0,0.068,12.15,3,0.028
L018,oop_concepts,OOP Concepts,0.35,7.0,0.278,11.46,4,0.312
L006,neural_networks,Neural Networks,0.6,7.0,0.286,12.12,5,0.208
L036,discrete_mathematics,Discrete Mathematics,0.55,2.0,0.539,12.79,2,0.587
L017,neural_networks,Neural Networks,0.6,12.0,0.109,17.44,3,0.059
L022,algorithm_design,Algorithm Design,0.5,2.0,0.53,21.21,1,0.531
L024,dbms_normalization,DBMS Normalization,0.7,9.0,0.128,15.61,2,0.094
L022,data_structures,Data Structures,0.4,15.0,0.0,13.99,4,0.0
L013,probability_and_statistics,Probability & Statistics,0.65,13.0,0.0,23.79,5,0.124
L011,probability_and_statistics,Probability & Statistics,0.65,2.0,0.483,18.65,1,0.502
L031,ml_fundamentals,ML Fundamentals,0.5,7.0,0.117,17.83,3,0.127
L014,probability_and_statistics,Probability & Statistics,0.65,3.0,0.377,19.57,2,0.421
L018,computer_architecture,Computer Architecture,0.5,11.0,0.0,17.34,2,0.156
L023,dbms_normalization,DBMS Normalization,0.7,4.0,0.23,15.16,3,0.388
L017,algorithm_design,Algorithm Design,0.5,15.0,0.043,20.98,3,0.155
L027,dbms_normalization,DBMS Normalization,0.7,10.0,0.111,21.83,5,0.135
L015,ml_fundamentals,ML Fundamentals,0.5,3.0,0.626,20.77,3,0.552
L027,neural_networks,Neural Networks,0.6,7.0,0.235,15.74,1,0.174
L024,computer_architecture,Computer Architecture,0.5,10.0,0.456,18.06,4,0.311
L010,operating_systems,Operating Systems,0.6,7.0,0.292,21.34,5,0.057
L032,neural_networks,Neural Networks,0.6,9.0,0.042,3.0,3,0.1
L024,ml_fundamentals,ML Fundamentals,0.5,21.0,0.0,16.37,1,0.073
L008,discrete_mathematics,Discrete Mathematics,0.55,14.0,0.025,10.8,4,0.098
L015,operating_systems,Operating Systems,0.6,15.0,0.073,23.57,5,0.007
L026,ml_fundamentals,ML Fundamentals,0.5,12.0,0.175,10.34,2,0.135
L039,ml_fundamentals,ML Fundamentals,0.5,21.0,0.0,8.94,2,0.083
L018,probability_and_statistics,Probability & Statistics,0.65,3.0,0.531,18.28,2,0.468
L012,dbms_normalization,DBMS Normalization,0.7,20.0,0.0,20.51,1,0.003
L035,oop_concepts,OOP Concepts,0.35,17.0,0.066,19.72,5,0.079
L016,ml_fundamentals,ML Fundamentals,0.5,18.0,0.126,19.25,1,0.0
L032,neural_networks,Neural Networks,0.6,12.0,0.107,17.04,1,0.0
L021,discrete_mathematics,Discrete Mathematics,0.55,10.0,0.111,6.64,1,0.082
L026,ml_fundamentals,ML Fundamentals,0.5,10.0,0.081,22.44,5,0.103
L030,software_engineering,Software Engineering,0.4,10.0,0.314,6.69,2,0.14
L015,ml_fundamentals,ML Fundamentals,0.5,6.0,0.169,20.7,4,0.277
L019,computer_architecture,Computer Architecture,0.5,4.0,0.38,14.4,3,0.496
L012,ml_fundamentals,ML Fundamentals,0.5,18.0,0.0,23.43,5,0.0
L003,probability_and_statistics,Probability & Statistics,0.65,10.0,0.046,18.48,2,0.069
L040,neural_networks,Neural Networks,0.6,3.0,0.647,12.88,5,0.5
L011,ml_fundamentals,ML Fundamentals,0.5,7.0,0.382,16.19,3,0.385
L002,discrete_mathematics,Discrete Mathematics,0.55,8.0,0.283,6.05,5,0.23
L009,data_structures,Data Structures,0.4,7.0,0.256,13.37,1,0.256
L020,operating_systems,Operating Systems,0.6,9.0,0.0,12.72,2,0.077
L018,neural_networks,Neural Networks,0.6,16.0,0.152,9.01,2,0.058
L034,discrete_mathematics,Discrete Mathematics,0.55,12.0,0.172,16.1,3,0.141
L040,data_structures,Data Structures,0.4,4.0,0.424,19.92,1,0.324
L040,dbms_normalization,DBMS Normalization,0.7,9.0,0.0,20.27,4,0.122
L037,neural_networks,Neural Networks,0.6,12.0,0.12,25.3,4,0.052
L028,computer_architecture,Computer Architecture,0.5,16.0,0.0,11.26,1,0.03
L005,computer_networks,Computer Networks,0.55,19.0,0.0,17.94,5,0.051
L019,software_engineering,Software Engineering,0.4,3.0,0.651,20.57,3,0.589
L011,computer_architecture,Computer Architecture,0.5,17.0,0.027,10.99,2,0.074
L012,oop_concepts,OOP Concepts,0.35,16.0,0.024,13.24,2,0.021
L002,algorithm_design,Algorithm Design,0.5,16.0,0.002,16.76,2,0.096
L023,neural_networks,Neural Networks,0.6,1.0,0.966,15.02,5,0.81
L012,dbms_normalization,DBMS Normalization,0.7,15.0,0.029,14.25,4,0.0
L011,algorithm_design,Algorithm Design,0.5,13.0,0.263,17.37,5,0.0
L013,dbms_normalization,DBMS Normalization,0.7,9.0,0.0,15.76,3,0.018
L016,dbms_normalization,DBMS Normalization,0.7,5.0,0.05,14.79,4,0.031
L022,probability_and_statistics,Probability & Statistics,0.65,16.0,0.115,17.25,2,0.049
L022,operating_systems,Operating Systems,0.6,16.0,0.06,13.1,4,0.074
L025,software_engineering,Software Engineering,0.4,7.0,0.191,22.37,3,0.374
L038,algorithm_design,Algorithm Design,0.5,13.0,0.097,19.68,2,0.046
L014,dbms_normalization,DBMS Normalization,0.7,10.0,0.126,23.4,5,0.133
L019,computer_networks,Computer Networks,0.55,21.0,0.0,4.59,3,0.094
L001,software_engineering,Software Engineering,0.4,6.0,0.455,15.9,5,0.275
L001,discrete_mathematics,Discrete Mathematics,0.55,10.0,0.34,14.26,3,0.135
L018,algorithm_design,Algorithm Design,0.5,20.0,0.0,5.45,5,0.054
L006,operating_systems,Operating Systems,0.6,21.0,0.088,11.77,5,0.0
L035,computer_networks,Computer Networks,0.55,8.0,0.18,18.45,4,0.191
L026,probability_and_statistics,Probability & Statistics,0.65,15.0,0.011,20.06,1,0.0
L012,algorithm_design,Algorithm Design,0.5,2.0,0.714,4.97,5,0.599
L015,dbms_normalization,DBMS Normalization,0.7,15.0,0.092,13.05,5,0.121
L030,computer_architecture,Computer Architecture,0.5,11.0,0.176,13.23,4,0.203
L034,dbms_normalization,DBMS Normalization,0.7,17.0,0.007,17.14,5,0.0
L029,computer_networks,Computer Networks,0.55,16.0,0.082,18.42,2,0.0
L039,algorithm_design,Algorithm Design,0.5,11.0,0.112,15.58,3,0.083
L031,probability_and_statistics,Probability & Statistics,0.65,12.0,0.059,18.1,3,0.0
L005,dbms_normalization,DBMS Normalization,0.7,10.0,0.0,15.1,5,0.0
L002,operating_systems,Operating Systems,0.6,4.0,0.0,17.45,5,0.212
L021,computer_networks,Computer Networks,0.55,1.0,0.885,17.72,3,0.728
L021,discrete_mathematics,Discrete Mathematics,0.55,15.0,0.0,14.83,3,0.02
L019,computer_networks,Computer Networks,0.55,0.0,1.0,15.0,4,1.0
L014,data_structures,Data Structures,0.4,16.0,0.123,8.51,2,0.118
L028,ml_fundamentals,ML Fundamentals,0.5,21.0,0.034,14.97,3,0.0
L025,oop_concepts,OOP Concepts,0.35,19.0,0.155,13.17,2,0.039
L014,operating_systems,Operating Systems,0.6,21.0,0.049,21.73,1,0.0
L036,operating_systems,Operating Systems,0.6,20.0,0.0,13.32,4,0.0
L029,data_structures,Data Structures,0.4,7.0,0.428,13.26,1,0.419
L026,computer_architecture,Computer Architecture,0.5,3.0,0.574,15.15,1,0.678
L026,probability_and_statistics,Probability & Statistics,0.65,11.0,0.07,17.72,4,0.0
L018,computer_architecture,Computer Architecture,0.5,10.0,0.108,16.45,2,0.174
L022,probability_and_statistics,Probability & Statistics,0.65,15.0,0.032,22.23,1,0.007
L002,dbms_normalization,DBMS Normalization,0.7,8.0,0.064,19.21,3,0.07
L032,computer_networks,Computer Networks,0.55,10.0,0.107,12.39,4,0.089
L014,data_structures,Data Structures,0.4,18.0,0.071,6.96,2,0.086
L034,computer_architecture,Computer Architecture,0.5,15.0,0.13,17.8,5,0.115
L026,neural_networks,Neural Networks,0.6,19.0,0.0,14.26,1,0.0
L034,computer_networks,Computer Networks,0.55,1.0,0.763,26.36,2,0.858
L040,discrete_mathematics,Discrete Mathematics,0.55,10.0,0.182,19.58,5,0.26
L003,dbms_normalization,DBMS Normalization,0.7,8.0,0.139,10.01,1,0.029
L025,software_engineering,Software Engineering,0.4,16.0,0.076,24.95,4,0.015
L034,probability_and_statistics,Probability & Statistics,0.65,21.0,0.048,15.5,2,0.0
L040,data_structures,Data Structures,0.4,7.0,0.387,11.05,4,0.477
L009,oop_concepts,OOP Concepts,0.35,6.0,0.46,22.22,5,0.48
L032,operating_systems,Operating Systems,0.6,8.0,0.024,22.75,2,0.154
L002,computer_networks,Computer Networks,0.55,9.0,0.168,16.23,3,0.199
L024,algorithm_design,Algorithm Design,0.5,13.0,0.087,13.11,4,0.031
L030,algorithm_design,Algorithm Design,0.5,21.0,0.0,12.44,4,0.079
L015,operating_systems,Operating Systems,0.6,5.0,0.164,18.25,1,0.333
L033,neural_networks,Neural Networks,0.6,1.0,0.833,16.87,2,0.749
L020,algorithm_design,Algorithm Design,0.5,13.0,0.0,19.42,3,0.0
L020,ml_fundamentals,ML Fundamentals,0.5,1.0,0.715,20.1,5,0.785
L006,computer_architecture,Computer Architecture,0.5,14.0,0.089,14.13,2,0.062
L033,data_structures,Data Structures,0.4,2.0,0.613,17.25,4,0.632
L011,software_engineering,Software Engineering,0.4,13.0,0.066,13.59,1,0.15
L033,discrete_mathematics,Discrete Mathematics,0.55,8.0,0.087,13.29,4,0.115
L033,operating_systems,Operating Systems,0.6,14.0,0.0,19.53,4,0.125
L040,oop_concepts,OOP Concepts,0.35,13.0,0.346,15.85,5,0.211
L022,operating_systems,Operating Systems,0.6,4.0,0.284,12.18,4,0.373
L036,data_structures,Data Structures,0.4,18.0,0.127,19.87,3,0.048
L026,data_structures,Data Structures,0.4,13.0,0.357,18.16,4,0.242
L002,software_engineering,Software Engineering,0.4,6.0,0.3,17.24,2,0.375
L034,data_structures,Data Structures,0.4,1.0,0.836,19.12,1,0.761
L006,data_structures,Data Structures,0.4,7.0,0.161,14.42,4,0.209
L024,operating_systems,Operating Systems,0.6,0.0,0.928,13.67,1,1.0
L014,probability_and_statistics,Probability & Statistics,0.65,18.0,0.062,18.61,5,0.063
L015,software_engineering,Software Engineering,0.4,11.0,0.23,10.31,2,0.161
L022,ml_fundamentals,ML Fundamentals,0.5,8.0,0.219,16.05,5,0.332
L027,oop_concepts,OOP Concepts,0.35,9.0,0.394,16.08,4,0.416
L027,discrete_mathematics,Discrete Mathematics,0.55,18.0,0.0,14.42,1,0.002
L022,computer_architecture,Computer Architecture,0.5,20.0,0.011,22.84,5,0.053
L035,ml_fundamentals,ML Fundamentals,0.5,13.0,0.062,18.01,4,0.0
L008,operating_systems,Operating Systems,0.6,12.0,0.059,18.97,4,0.0
L027,computer_networks,Computer Networks,0.55,7.0,0.207,15.41,1,0.231
L039,probability_and_statistics,Probability & Statistics,0.65,13.0,0.0,12.22,2,0.105
L012,discrete_mathematics,Discrete Mathematics,0.55,17.0,0.23,12.0,4,0.007
L016,discrete_mathematics,Discrete Mathematics,0.55,6.0,0.396,21.17,2,0.391
L038,dbms_normalization,DBMS Normalization,0.7,2.0,0.341,12.44,2,0.394
L023,discrete_mathematics,Discrete Mathematics,0.55,10.0,0.018,9.67,2,0.064
L015,computer_architecture,Computer Architecture,0.5,14.0,0.015,14.89,4,0.152
L026,neural_networks,Neural Networks,0.6,14.0,0.0,17.85,5,0.097
L023,probability_and_statistics,Probability & Statistics,0.65,18.0,0.247,14.16,1,0.0
L011,computer_architecture,Computer Architecture,0.5,18.0,0.0,15.74,2,0.057
L014,operating_systems,Operating Systems,0.6,2.0,0.804,17.66,5,0.85
L008,probability_and_statistics,Probability & Statistics,0.65,1.0,0.805,18.14,2,0.687
L010,neural_networks,Neural Networks,0.6,6.0,0.275,16.08,2,0.105
L006,computer_architecture,Computer Architecture,0.5,2.0,0.775,17.42,5,0.686
L023,probability_and_statistics,Probability & Statistics,0.65,6.0,0.118,21.29,4,0.184
L037,software_engineering,Software Engineering,0.4,1.0,0.937,13.96,4,0.895
L003,discrete_mathematics,Discrete Mathematics,0.55,1.0,0.827,9.22,3,0.804
L018,data_structures,Data Structures,0.4,13.0,0.153,17.9,4,0.181
L020,computer_networks,Computer Networks,0.55,2.0,0.794,7.38,2,0.639
L027,oop_concepts,OOP Concepts,0.35,14.0,0.106,15.56,2,0.094
L010,software_engineering,Software Engineering,0.4,12.0,0.0,15.53,5,0.033
L024,computer_networks,Computer Networks,0.55,15.0,0.165,19.22,4,0.083
L035,data_structures,Data Structures,0.4,0.0,0.973,12.75,5,1.0
L040,neural_networks,Neural Networks,0.6,0.0,1.0,18.85,4,1.0
L036,computer_networks,Computer Networks,0.55,0.0,1.0,11.44,5,0.959
L037,algorithm_design,Algorithm Design,0.5,7.0,0.36,8.37,3,0.286
L006,discrete_mathematics,Discrete Mathematics,0.55,12.0,0.047,18.22,4,0.0
L004,data_structures,Data Structures,0.4,0.0,1.0,13.93,5,1.0
L007,oop_concepts,OOP Concepts,0.35,6.0,0.295,17.28,2,0.376
L036,ml_fundamentals,ML Fundamentals,0.5,10.0,0.276,16.56,2,0.397
L031,neural_networks,Neural Networks,0.6,18.0,0.11,21.49,1,0.0
L038,software_engineering,Software Engineering,0.4,4.0,0.708,15.53,1,0.556
L011,ml_fundamentals,ML Fundamentals,0.5,14.0,0.117,19.48,2,0.05
L028,oop_concepts,OOP Concepts,0.35,6.0,0.537,18.15,1,0.396
L030,software_engineering,Software Engineering,0.4,18.0,0.015,12.63,3,0.162
L021,computer_architecture,Computer Architecture,0.5,1.0,0.639,15.41,3,0.735
L018,probability_and_statistics,Probability & Statistics,0.65,14.0,0.099,17.62,4,0.0
L009,software_engineering,Software Engineering,0.4,0.0,1.0,10.36,5,0.938
L008,algorithm_design,Algorithm Design,0.5,7.0,0.156,9.78,5,0.168
L031,software_engineering,Software Engineering,0.4,10.0,0.306,10.76,1,0.261
L031,computer_networks,Computer Networks,0.55,15.0,0.16,16.07,3,0.088
L037,operating_systems,Operating Systems,0.6,19.0,0.0,18.52,3,0.051
L015,computer_networks,Computer Networks,0.55,7.0,0.1,17.26,5,0.12
L024,oop_concepts,OOP Concepts,0.35,16.0,0.139,13.29,3,0.104
L040,discrete_mathematics,Discrete Mathematics,0.55,5.0,0.464,17.88,4,0.445
L034,computer_architecture,Computer Architecture,0.5,9.0,0.051,15.9,5,0.0
L017,dbms_normalization,DBMS Normalization,0.7,4.0,0.647,16.28,5,0.522
